frequency_hz,rocof_hz_s,voltage_pu,total_demand_mw,total_gen_mw,net_power_deficit_mw,line_loading_pct,solar_gen_mw,wind_gen_mw,battery_soc_pct,ev_load_mw,industrial_load_mw,datacenter_load_mw,hospital_load_mw,fault_type,blackout_risk_pct,highest_risk_sector,recommended_prevention
50.031,0.0528,1.0041,100.1,103.1,-3.0,71.25,28.09,10.01,72.8,6.94,30.88,10.16,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
50.104,0.1483,1.006,96.2,104.63,-8.44,67.82,29.44,10.2,47.8,6.76,28.35,10.04,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.909,-0.2078,0.9946,119.4,103.54,15.85,85.84,28.53,10.01,56.8,27.67,28.67,10.11,8.0,EV_SURGE,21.6,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
50.633,0.9412,1.0218,98.66,117.67,-19.02,70.06,34.47,18.21,32.2,6.86,28.73,9.45,8.0,BESS_OUTAGE,25.0,BESS_STATION,Emergency demand-response load curtailment. Fast-trip substation feeder protection armed.
50.001,0.0129,1.0012,100.35,100.57,-0.22,71.9,20.58,15.0,63.5,7.12,29.44,10.15,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.857,-0.3343,0.9933,117.76,98.69,19.07,84.47,14.44,19.25,77.7,7.48,46.77,10.26,8.0,INDUSTRIAL_INRUSH,22.2,INDUSTRIAL,Activate STATCOM reactive voltage support & engage interruptible tariff shedding.
49.838,-0.3025,0.9906,100.4,78.13,22.27,71.93,5.67,7.46,59.1,6.77,30.86,9.89,8.0,WIND_STALL,11.3,WIND_FARM,Command turbine blade pitch compensation & AGC governor reserve ramp.
50.066,0.0905,1.0081,99.29,104.32,-5.03,69.69,29.2,10.12,70.6,7.46,29.67,10.01,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.913,-0.1494,1.0022,98.77,89.02,9.75,70.36,4.07,19.95,67.9,6.76,30.26,10.17,8.0,SOLAR_DROP,5.0,SOLAR_FARM,Inject BESS synthetic inertia +15MW & ramp utility interconnect spinning reserve.
49.955,-0.0558,0.9974,99.05,95.19,3.86,71.08,10.21,19.98,71.5,6.74,29.62,10.05,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.915,-0.0575,1.0006,99.45,98.1,1.35,70.59,28.92,4.18,77.7,6.15,30.07,10.01,8.0,WIND_STALL,5.0,WIND_FARM,Command turbine blade pitch compensation & AGC governor reserve ramp.
50.059,0.1437,0.9999,98.2,103.49,-5.29,69.12,28.48,10.0,78.6,7.15,29.33,10.48,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.944,-0.0799,0.9953,107.44,100.62,6.81,76.38,21.02,14.6,53.1,6.4,29.43,18.95,8.0,DATACENTER_SPIKE,6.7,AI_DATACENTER,AI cluster compute power cap & BESS localized peak shaving.
49.883,-0.16,0.9953,114.56,100.09,14.46,82.38,17.84,17.25,46.2,7.46,29.71,24.15,8.0,DATACENTER_SPIKE,17.2,AI_DATACENTER,AI cluster compute power cap & BESS localized peak shaving.
49.87,-0.3313,0.9956,117.85,98.75,19.1,84.97,14.55,19.2,43.5,26.14,28.67,9.49,8.0,EV_SURGE,21.0,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
49.921,-0.1076,0.9963,112.67,103.55,9.12,80.59,28.54,10.01,61.0,20.22,29.75,9.87,8.0,EV_SURGE,12.8,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
49.886,-0.191,1.0016,101.22,86.77,14.45,72.64,2.16,19.61,55.3,6.83,30.94,10.18,8.0,SOLAR_DROP,5.0,SOLAR_FARM,Inject BESS synthetic inertia +15MW & ramp utility interconnect spinning reserve.
49.904,-0.1613,1.0027,112.38,99.1,13.28,80.99,15.19,18.91,79.9,6.49,29.11,24.55,8.0,DATACENTER_SPIKE,11.6,AI_DATACENTER,AI cluster compute power cap & BESS localized peak shaving.
49.952,-0.0818,0.995,110.1,101.82,8.28,79.41,26.29,10.53,74.7,6.84,40.29,10.26,8.0,INDUSTRIAL_INRUSH,10.9,INDUSTRIAL,Activate STATCOM reactive voltage support & engage interruptible tariff shedding.
49.941,-0.1758,0.9977,121.01,110.91,10.09,87.16,32.51,13.4,50.1,25.93,31.96,9.77,8.0,EV_SURGE,20.4,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
49.948,-0.0447,0.9999,101.5,100.38,1.13,73.13,19.19,16.19,82.5,7.2,31.93,10.08,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.892,-0.166,0.9891,111.91,100.07,11.84,81.27,17.75,17.32,45.1,6.88,41.3,10.21,8.0,INDUSTRIAL_INRUSH,19.2,INDUSTRIAL,Activate STATCOM reactive voltage support & engage interruptible tariff shedding.
49.881,-0.1723,1.0013,110.74,100.18,10.57,79.93,18.18,16.99,59.5,7.31,40.41,10.69,8.0,INDUSTRIAL_INRUSH,10.9,INDUSTRIAL,Activate STATCOM reactive voltage support & engage interruptible tariff shedding.
50.028,0.0485,1.0001,101.5,102.52,-1.02,72.7,27.41,10.11,83.4,6.92,29.8,10.71,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.911,-0.0766,0.9974,101.09,99.62,1.47,72.93,16.37,18.25,61.9,7.14,30.94,10.04,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.793,-0.3006,0.9885,101.13,75.16,25.97,71.91,1.35,8.81,68.4,6.78,30.87,10.72,8.0,WIND_STALL,14.1,WIND_FARM,Command turbine blade pitch compensation & AGC governor reserve ramp.
49.826,-0.3733,0.9936,113.05,91.14,21.91,81.27,6.94,19.2,42.1,7.2,44.65,9.64,8.0,INDUSTRIAL_INRUSH,18.6,INDUSTRIAL,Activate STATCOM reactive voltage support & engage interruptible tariff shedding.
49.914,-0.109,0.9982,98.91,92.72,6.2,71.15,10.32,17.4,76.9,6.43,29.97,9.98,8.0,SOLAR_DROP,5.0,SOLAR_FARM,Inject BESS synthetic inertia +15MW & ramp utility interconnect spinning reserve.
49.922,-0.1307,0.9993,101.3,88.9,12.4,71.81,3.93,19.97,63.5,6.85,30.1,9.7,8.0,SOLAR_DROP,5.0,SOLAR_FARM,Inject BESS synthetic inertia +15MW & ramp utility interconnect spinning reserve.
49.906,-0.2456,0.9973,111.03,95.8,15.23,80.29,10.8,20.0,61.6,6.94,41.56,9.15,8.0,INDUSTRIAL_INRUSH,12.3,INDUSTRIAL,Activate STATCOM reactive voltage support & engage interruptible tariff shedding.
49.933,-0.1205,0.9962,107.94,100.76,7.18,77.48,22.3,13.46,74.7,7.29,29.99,19.2,8.0,DATACENTER_SPIKE,8.1,AI_DATACENTER,AI cluster compute power cap & BESS localized peak shaving.
50.119,0.1515,1.0022,99.67,108.91,-9.24,71.32,34.05,9.86,54.2,7.24,29.47,9.4,8.0,WIND_STALL,5.0,WIND_FARM,Command turbine blade pitch compensation & AGC governor reserve ramp.
49.894,-0.1673,0.9997,101.87,91.1,10.77,72.28,11.96,14.14,77.9,7.06,31.4,9.75,8.0,SOLAR_DROP,5.0,SOLAR_FARM,Inject BESS synthetic inertia +15MW & ramp utility interconnect spinning reserve.
50.239,0.5144,1.0114,100.65,120.0,-19.35,72.07,35.0,20.0,42.7,6.87,30.53,9.41,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
50.652,0.8223,1.0227,99.12,119.46,-20.35,70.57,34.88,19.58,22.9,6.82,28.0,10.26,8.0,BESS_OUTAGE,25.0,BESS_STATION,Emergency demand-response load curtailment. Fast-trip substation feeder protection armed.
50.198,0.4622,1.0053,100.75,107.35,-6.6,72.65,31.04,11.31,29.6,6.88,30.29,9.61,8.0,BESS_OUTAGE,25.0,BESS_STATION,Emergency demand-response load curtailment. Fast-trip substation feeder protection armed.
50.097,0.1391,1.0019,100.86,108.56,-7.7,71.45,31.59,11.96,57.7,7.09,30.93,9.79,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.834,-0.2904,0.9946,103.17,83.38,19.79,73.1,8.27,10.11,44.9,6.73,32.23,10.27,8.0,SOLAR_DROP,8.9,SOLAR_FARM,Inject BESS synthetic inertia +15MW & ramp utility interconnect spinning reserve.
50.053,0.0809,0.9995,99.29,102.42,-3.13,70.73,27.27,10.15,66.2,7.06,29.8,10.42,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.894,-0.2145,0.9999,115.64,101.28,14.36,82.63,24.98,11.3,82.0,6.96,31.05,23.39,8.0,DATACENTER_SPIKE,14.2,AI_DATACENTER,AI cluster compute power cap & BESS localized peak shaving.
49.944,-0.1018,1.0038,113.32,105.61,7.72,82.06,30.09,10.52,60.7,6.91,42.45,10.76,8.0,INDUSTRIAL_INRUSH,11.8,INDUSTRIAL,Activate STATCOM reactive voltage support & engage interruptible tariff shedding.
49.861,-0.1503,1.0007,99.29,84.03,15.26,69.62,2.37,16.66,52.2,7.11,29.13,10.01,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
50.047,0.0615,1.0023,99.4,100.88,-1.48,71.59,23.18,12.7,51.5,7.35,29.99,9.86,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
50.198,0.2522,1.0039,101.73,116.54,-14.81,72.64,34.19,17.35,44.9,7.35,30.66,10.04,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.518,-0.6175,0.9809,117.65,81.65,35.99,84.35,0.97,15.69,48.6,22.95,30.36,10.64,8.0,EV_SURGE,41.1,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
50.091,0.183,1.0038,98.71,105.34,-6.62,71.25,29.92,10.42,43.4,7.2,28.64,9.59,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
50.032,0.0545,1.0009,98.28,100.53,-2.25,69.8,20.23,15.3,44.7,6.94,29.03,9.85,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.952,-0.0523,0.9927,99.7,95.25,4.45,70.77,10.27,19.98,51.1,6.88,29.24,10.18,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.98,-0.0359,0.9986,100.85,100.12,0.73,72.08,17.94,17.18,59.8,7.08,30.56,9.82,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.997,-0.0385,0.9976,103.64,100.66,2.98,74.48,21.35,14.31,58.0,7.07,31.42,10.41,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.836,-0.3348,1.0012,115.6,94.95,20.64,82.96,9.99,19.96,72.0,20.33,33.15,10.06,8.0,EV_SURGE,16.6,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
49.85,-0.2802,0.9924,100.49,83.77,16.72,71.57,6.6,12.17,82.5,6.84,29.8,9.78,8.0,SOLAR_DROP,9.8,SOLAR_FARM,Inject BESS synthetic inertia +15MW & ramp utility interconnect spinning reserve.
49.895,-0.1007,0.9943,114.51,104.23,10.28,81.58,29.13,10.1,72.4,6.48,30.83,24.89,8.0,DATACENTER_SPIKE,16.3,AI_DATACENTER,AI cluster compute power cap & BESS localized peak shaving.
49.592,-0.7636,0.9876,114.9,81.55,33.36,82.49,0.9,15.64,76.2,6.89,45.08,9.61,8.0,INDUSTRIAL_INRUSH,31.8,INDUSTRIAL,Activate STATCOM reactive voltage support & engage interruptible tariff shedding.
50.019,0.0822,0.9997,115.14,118.5,-3.36,82.48,34.66,18.84,76.4,23.43,29.93,10.18,8.0,EV_SURGE,10.6,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
49.89,-0.2411,0.9949,117.15,103.26,13.89,84.42,28.26,10.0,67.0,6.9,46.76,10.12,8.0,INDUSTRIAL_INRUSH,20.0,INDUSTRIAL,Activate STATCOM reactive voltage support & engage interruptible tariff shedding.
50.098,0.1607,1.0085,99.75,106.34,-6.59,71.56,30.52,10.83,56.7,7.18,29.47,10.12,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
50.072,0.1221,1.0015,114.88,119.3,-4.41,82.39,34.84,19.45,84.1,7.35,44.4,10.2,8.0,INDUSTRIAL_INRUSH,10.3,INDUSTRIAL,Activate STATCOM reactive voltage support & engage interruptible tariff shedding.
49.894,-0.158,0.9963,99.68,86.93,12.75,70.88,11.7,10.23,40.0,7.51,29.5,10.21,8.0,SOLAR_DROP,5.9,SOLAR_FARM,Inject BESS synthetic inertia +15MW & ramp utility interconnect spinning reserve.
49.969,-0.0464,1.0013,115.18,111.26,3.91,82.39,32.63,13.63,61.6,6.95,45.84,9.4,8.0,INDUSTRIAL_INRUSH,11.4,INDUSTRIAL,Activate STATCOM reactive voltage support & engage interruptible tariff shedding.
49.883,-0.1455,0.9977,105.72,91.39,14.33,75.35,7.12,19.27,59.6,6.46,30.67,17.78,8.0,DATACENTER_SPIKE,5.8,AI_DATACENTER,AI cluster compute power cap & BESS localized peak shaving.
49.934,-0.151,0.9975,99.54,88.84,10.7,70.9,3.92,19.92,54.8,6.76,29.94,10.16,8.0,SOLAR_DROP,5.0,SOLAR_FARM,Inject BESS synthetic inertia +15MW & ramp utility interconnect spinning reserve.
49.966,-0.0979,0.9974,103.75,97.84,5.91,74.8,13.15,19.69,49.2,7.33,31.78,10.45,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.956,-0.1482,0.9955,100.81,92.15,8.66,71.95,7.68,19.47,65.6,7.04,30.62,10.22,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.997,-0.0389,1.0005,101.33,99.04,2.28,72.61,28.88,5.17,47.6,6.81,30.67,10.67,8.0,WIND_STALL,5.0,WIND_FARM,Command turbine blade pitch compensation & AGC governor reserve ramp.
49.92,-0.0965,0.9982,99.51,92.26,7.25,71.71,7.76,19.5,65.4,6.96,30.68,10.0,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.922,-0.1112,0.9978,110.82,101.75,9.07,79.61,26.15,10.6,62.0,7.43,30.11,19.05,8.0,DATACENTER_SPIKE,10.4,AI_DATACENTER,AI cluster compute power cap & BESS localized peak shaving.
49.878,-0.2963,0.997,108.01,90.07,17.94,77.16,6.19,18.88,40.8,6.86,28.39,20.4,8.0,DATACENTER_SPIKE,8.9,AI_DATACENTER,AI cluster compute power cap & BESS localized peak shaving.
49.941,-0.1511,0.9949,114.62,104.84,9.78,81.98,29.58,10.26,48.5,20.33,30.96,10.13,8.0,EV_SURGE,14.9,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
50.05,0.0817,1.0023,99.21,102.4,-3.19,70.29,27.24,10.16,46.5,6.42,30.1,9.01,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
50.053,0.0668,1.0069,99.16,100.71,-1.54,70.75,21.79,13.91,31.4,7.45,30.16,10.0,8.0,BESS_OUTAGE,25.0,BESS_STATION,Emergency demand-response load curtailment. Fast-trip substation feeder protection armed.
49.979,-0.0355,1.0017,99.85,97.6,2.25,71.32,12.83,19.77,48.4,7.27,29.04,10.01,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.905,-0.1425,0.995,98.96,86.36,12.6,70.26,1.56,19.8,54.3,6.71,29.04,10.98,8.0,SOLAR_DROP,6.3,SOLAR_FARM,Inject BESS synthetic inertia +15MW & ramp utility interconnect spinning reserve.
49.98,-0.0349,1.0033,100.03,97.96,2.08,72.06,13.31,19.64,48.6,7.18,29.83,9.96,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
50.222,0.4305,1.0048,98.55,114.18,-15.63,70.28,33.55,15.63,64.8,7.3,29.66,9.95,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.784,-0.2161,0.9921,119.77,99.81,19.95,86.5,16.9,17.91,40.9,25.68,30.93,10.0,8.0,EV_SURGE,28.2,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
50.031,0.0352,0.9984,98.47,99.29,-0.82,70.09,15.59,18.7,45.3,7.1,27.84,10.77,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.489,-0.7284,0.9802,101.89,85.1,16.79,72.74,3.01,17.09,28.4,6.89,30.71,10.3,8.0,BESS_OUTAGE,54.4,BESS_STATION,Emergency demand-response load curtailment. Fast-trip substation feeder protection armed.
49.918,-0.1718,0.9998,98.79,88.95,9.85,70.31,8.28,15.66,45.8,7.09,29.14,10.61,8.0,SOLAR_DROP,5.0,SOLAR_FARM,Inject BESS synthetic inertia +15MW & ramp utility interconnect spinning reserve.
49.859,-0.1759,0.9992,98.62,83.3,15.32,69.92,1.19,17.11,52.4,7.16,30.5,9.64,8.0,SOLAR_DROP,5.2,SOLAR_FARM,Inject BESS synthetic inertia +15MW & ramp utility interconnect spinning reserve.
49.91,-0.1139,0.996,119.65,110.64,9.01,85.87,32.42,13.23,77.6,7.01,48.55,10.29,8.0,INDUSTRIAL_INRUSH,20.7,INDUSTRIAL,Activate STATCOM reactive voltage support & engage interruptible tariff shedding.
49.858,-0.2228,0.9972,117.93,100.65,17.28,84.76,21.26,14.39,79.6,24.78,30.14,10.23,8.0,EV_SURGE,20.1,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
49.934,-0.0644,1.0015,112.19,107.64,4.55,80.56,31.18,11.46,77.5,7.14,42.76,9.41,8.0,INDUSTRIAL_INRUSH,10.0,INDUSTRIAL,Activate STATCOM reactive voltage support & engage interruptible tariff shedding.
50.013,-0.019,1.002,100.5,100.02,0.49,71.82,17.56,17.46,81.4,7.11,30.56,9.65,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.97,-0.0586,0.9998,102.11,101.28,0.83,73.43,24.98,11.3,54.6,7.29,29.55,10.48,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.921,-0.1902,1.0038,98.11,86.84,11.27,69.37,2.27,19.56,63.2,6.76,29.69,10.25,8.0,SOLAR_DROP,5.0,SOLAR_FARM,Inject BESS synthetic inertia +15MW & ramp utility interconnect spinning reserve.
50.052,0.1275,1.0052,116.38,118.25,-1.87,84.53,34.6,18.65,74.4,7.19,45.72,10.39,8.0,INDUSTRIAL_INRUSH,13.3,INDUSTRIAL,Activate STATCOM reactive voltage support & engage interruptible tariff shedding.
49.858,-0.1919,0.9949,101.62,82.94,18.68,72.3,0.87,17.07,69.2,7.31,30.93,10.63,8.0,SOLAR_DROP,7.9,SOLAR_FARM,Inject BESS synthetic inertia +15MW & ramp utility interconnect spinning reserve.
50.014,0.0202,1.0002,100.42,100.89,-0.47,71.7,23.21,12.67,76.0,7.26,30.43,9.72,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
50.047,0.0655,1.0006,99.55,100.64,-1.08,71.37,21.14,14.5,84.8,7.15,29.51,9.88,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.833,-0.259,0.9946,98.41,73.38,25.03,70.04,1.24,7.14,82.3,7.26,29.76,9.98,8.0,WIND_STALL,9.0,WIND_FARM,Command turbine blade pitch compensation & AGC governor reserve ramp.
49.941,-0.0712,0.9996,99.59,97.98,1.62,71.03,13.34,19.64,53.4,6.89,29.12,9.96,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.92,-0.1136,1.0007,101.61,99.7,1.9,73.51,16.59,18.11,74.3,6.56,31.77,10.21,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
50.119,0.1761,1.0025,113.25,119.57,-6.32,81.35,34.9,19.66,58.3,21.75,29.67,9.6,8.0,EV_SURGE,8.9,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
49.898,-0.2108,0.9979,116.4,103.13,13.27,83.94,28.12,10.01,50.8,7.18,44.6,9.96,8.0,INDUSTRIAL_INRUSH,17.2,INDUSTRIAL,Activate STATCOM reactive voltage support & engage interruptible tariff shedding.
50.036,0.065,1.0017,112.8,115.35,-2.55,81.66,33.87,16.47,78.3,6.6,43.2,10.54,8.0,INDUSTRIAL_INRUSH,9.3,INDUSTRIAL,Activate STATCOM reactive voltage support & engage interruptible tariff shedding.
50.13,0.3278,1.0014,101.21,113.53,-12.32,72.47,33.36,15.17,56.7,6.94,30.8,9.76,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.921,-0.1197,0.996,101.78,89.98,11.8,72.84,5.51,19.47,83.1,6.53,31.1,10.68,8.0,SOLAR_DROP,5.1,SOLAR_FARM,Inject BESS synthetic inertia +15MW & ramp utility interconnect spinning reserve.
49.947,-0.1665,0.9941,111.86,100.13,11.73,80.57,17.98,17.15,73.3,19.65,30.73,9.23,8.0,EV_SURGE,13.3,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
49.803,-0.3252,0.9945,101.0,75.78,25.22,73.13,3.58,7.2,50.0,6.99,30.88,9.61,8.0,WIND_STALL,10.0,WIND_FARM,Command turbine blade pitch compensation & AGC governor reserve ramp.
50.144,0.25,1.0046,101.05,112.04,-10.99,72.72,32.89,14.14,79.0,7.51,30.62,10.97,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.984,-0.0875,1.0024,101.08,94.94,6.14,72.01,9.98,19.96,61.8,7.27,28.94,10.81,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
50.218,0.4451,1.0061,98.96,119.78,-20.82,70.55,34.95,19.83,74.2,7.6,29.11,10.21,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.835,-0.2261,0.9959,100.87,80.64,20.23,70.97,0.12,15.52,83.3,7.13,31.38,10.51,8.0,SOLAR_DROP,8.0,SOLAR_FARM,Inject BESS synthetic inertia +15MW & ramp utility interconnect spinning reserve.
49.867,-0.2141,0.9969,100.41,83.69,16.72,72.66,1.43,17.27,60.9,7.34,31.14,9.62,8.0,SOLAR_DROP,6.4,SOLAR_FARM,Inject BESS synthetic inertia +15MW & ramp utility interconnect spinning reserve.
50.018,0.0521,0.9986,99.87,100.93,-1.07,70.55,23.51,12.43,36.3,7.02,29.63,10.46,8.0,BESS_OUTAGE,25.9,BESS_STATION,Emergency demand-response load curtailment. Fast-trip substation feeder protection armed.
49.949,-0.0673,0.9945,101.83,94.98,6.86,72.55,10.01,19.96,60.5,7.46,30.23,9.97,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
50.176,0.3451,1.0017,100.91,114.08,-13.18,71.84,33.52,15.56,52.3,6.94,29.92,10.26,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.9,-0.2543,0.9964,102.93,86.14,16.78,74.16,6.29,14.85,47.1,7.22,31.83,9.84,8.0,SOLAR_DROP,5.6,SOLAR_FARM,Inject BESS synthetic inertia +15MW & ramp utility interconnect spinning reserve.
49.927,-0.0468,0.9999,99.57,98.63,0.94,71.46,14.34,19.29,38.3,6.8,29.43,9.78,8.0,BESS_OUTAGE,27.5,BESS_STATION,Emergency demand-response load curtailment. Fast-trip substation feeder protection armed.
49.431,-0.9096,0.9796,99.91,82.03,17.87,71.41,1.19,15.84,37.5,7.01,30.08,9.92,8.0,BESS_OUTAGE,56.7,BESS_STATION,Emergency demand-response load curtailment. Fast-trip substation feeder protection armed.
49.952,-0.0678,0.9975,98.45,93.92,4.54,69.85,23.35,5.57,51.6,6.72,29.68,9.48,8.0,WIND_STALL,5.0,WIND_FARM,Command turbine blade pitch compensation & AGC governor reserve ramp.
50.051,0.0474,1.0043,100.2,103.18,-2.98,71.23,28.17,10.0,52.3,6.7,30.62,9.74,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.867,-0.2724,0.995,100.74,82.82,17.93,71.81,1.16,16.66,78.1,7.19,30.6,10.56,8.0,SOLAR_DROP,7.6,SOLAR_FARM,Inject BESS synthetic inertia +15MW & ramp utility interconnect spinning reserve.
49.992,-0.0367,1.0012,116.93,114.21,2.72,83.34,33.56,15.65,81.8,25.9,29.44,10.49,8.0,EV_SURGE,11.9,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
49.937,-0.1149,0.9959,109.24,100.13,9.11,78.77,17.98,17.15,77.4,6.22,30.29,21.62,8.0,DATACENTER_SPIKE,9.9,AI_DATACENTER,AI cluster compute power cap & BESS localized peak shaving.
50.071,0.1066,1.0052,98.19,104.16,-5.97,70.36,29.07,10.09,66.8,6.76,30.92,9.81,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
50.033,0.0309,1.0013,100.07,100.85,-0.78,71.57,22.97,12.88,45.7,7.31,28.97,10.28,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.972,-0.0751,0.9956,101.14,99.92,1.22,72.5,17.24,17.68,59.1,7.09,29.9,10.35,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.892,-0.1774,0.9924,100.4,87.17,13.23,70.85,9.89,12.28,53.7,6.94,30.6,10.11,8.0,SOLAR_DROP,8.3,SOLAR_FARM,Inject BESS synthetic inertia +15MW & ramp utility interconnect spinning reserve.
49.983,-0.019,1.0005,100.43,100.06,0.37,72.81,17.73,17.33,47.7,7.34,31.34,10.0,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
50.04,0.0737,0.9976,100.27,103.04,-2.77,71.77,31.29,6.75,71.6,7.52,30.61,10.22,8.0,WIND_STALL,5.0,WIND_FARM,Command turbine blade pitch compensation & AGC governor reserve ramp.
49.952,-0.0644,0.9988,114.81,111.08,3.74,82.8,32.57,13.51,49.8,7.45,45.01,10.57,8.0,INDUSTRIAL_INRUSH,13.3,INDUSTRIAL,Activate STATCOM reactive voltage support & engage interruptible tariff shedding.
49.955,-0.0673,0.9982,113.04,107.23,5.81,80.61,30.98,11.25,60.6,20.26,29.87,9.98,8.0,EV_SURGE,10.5,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
50.232,0.3021,1.0077,100.73,119.5,-18.77,72.14,34.89,19.61,84.5,7.32,29.9,10.0,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.901,-0.0695,0.9975,101.6,97.05,4.54,73.03,12.15,19.9,55.5,6.77,31.51,10.07,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
50.244,0.4267,1.0112,97.8,118.12,-20.32,69.52,34.57,18.54,74.5,6.83,29.23,9.69,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.951,-0.1085,0.9998,99.45,92.41,7.04,70.85,8.58,18.83,79.9,6.96,29.13,10.02,8.0,SOLAR_DROP,5.0,SOLAR_FARM,Inject BESS synthetic inertia +15MW & ramp utility interconnect spinning reserve.
49.921,-0.1838,0.9957,113.07,101.14,11.93,81.57,24.47,11.67,62.6,6.54,30.16,23.72,8.0,DATACENTER_SPIKE,14.5,AI_DATACENTER,AI cluster compute power cap & BESS localized peak shaving.
